numero_da_ocorrencia,classificacao_da_ocorrencia,data_da_ocorrencia,municipio,uf,regiao,tipo_de_ocorrencia,categoria_da_aeronave,fase_da_operacao,tipo_de_operacao,danos_a_aeronave,modelo,nome_do_fabricante,lesoes_fatais,lesoes_graves,lesoes_leves,ilesos,lesoes_desconhecidas,ano_da_ocorrencia,categoria_descritivo,danos_aeronave
4790,Acidente,2001-11-07,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-202,NEIVA,1,0.0,0,1,0,2001,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
4785,Acidente,2013-12-10,JUINA,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Aproximação,Voo Privado,Substancial,V35B,BEECH AIRCRAFT,0,2.0,2,0,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5286,Acidente,2002-10-02,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-110P1,EMBRAER,1,1.0,0,2,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4784,Acidente,2004-08-08,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,140,CESSNA AIRCRAFT,0,0.0,0,2,0,2004,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
4783,Acidente,2004-08-04,,Indeterminado,,,ADF,Não informado,Operação Pública,Não informado,AS 350 B2,EUROCOPTER FRANCE,1,2.0,3,0,0,2004,Aeronave de Fabricante (Testes de Voo),1 - Não informado
4782,Acidente,2004-07-22,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,S-76A,SIKORSKY AIRCRAFT,6,4.0,1,0,0,2004,Particular Experimental,1 - Não informado
5624,Incidente Grave,2014-01-21,JOSÉ BONIFÁCIO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Aproximação,Operação Agrícola,Leve,A188B,CESSNA AIRCRAFT,0,0.0,0,1,0,2014,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",4 - Leve
5288,Acidente,2002-10-07,,Indeterminado,,,ESTRANGEIRA,Não informado,Voo Privado,Não informado,,,1,1.0,3,0,0,2002,Não informado,1 - Não informado
4781,Acidente,2004-07-05,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,182K,CESSNA AIRCRAFT,0,1.0,3,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4780,Acidente,2004-05-14,,Indeterminado,,,TPR,Aproximação,Voo Regular,Destruída,EMB-120ER,EMBRAER,33,0.0,0,0,0,2004,Transporte Aéreo Regular (Linhas Aéreas Comerciais),6 - Destruída
5630,Acidente,2013-12-16,FOZ DO IGUAÇU,PR,Sul,COMBUSTÍVEL,TPP,Em rota,Voo Privado,Substancial,180E,CESSNA AIRCRAFT,0,0.0,0,5,0,2013,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
5291,Acidente,2002-10-17,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,208B,CESSNA AIRCRAFT,0,1.0,0,2,0,2002,Particular Experimental,1 - Não informado
5296,Acidente,2002-11-30,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,95-B55,BEECH AIRCRAFT,4,0.0,0,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5295,Acidente,2002-11-22,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,S-76A,SIKORSKY AIRCRAFT,0,0.0,2,0,0,2002,Particular Experimental,1 - Não informado
5294,Acidente,2002-11-14,,Indeterminado,,,TPP,Não informado,Voo de Instrução,Não informado,EMB-201A,NEIVA,0,0.0,1,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5290,Acidente,2002-10-15,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-810C,NEIVA,1,2.0,0,0,0,2002,Particular Experimental,1 - Não informado
5293,Acidente,2002-11-09,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,AB-115,AERO BOERO,0,0.0,0,2,0,2002,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5292,Acidente,2002-10-17,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,206L-4,BELL HELICOPTER,0,0.0,0,6,0,2002,Particular Experimental,1 - Não informado
5289,Acidente,2002-10-15,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,310K,CESSNA AIRCRAFT,0,0.0,1,1,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5287,Acidente,2002-10-03,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-721C,NEIVA,4,0.0,0,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5297,Acidente,2002-11-30,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-711C,NEIVA,3,1.0,0,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4999,Acidente,2005-01-16,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,150J,CESSNA AIRCRAFT,1,0.0,1,0,0,2005,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
4998,Acidente,2005-01-12,,Indeterminado,,,AIF,Não informado,Operação Pública,Não informado,HB-350B,HELIBRAS,0,0.0,0,5,0,2005,Aeronave de Instrução de Fabricante,1 - Não informado
4996,Acidente,2004-12-31,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-202,NEIVA,1,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4993,Acidente,2004-12-22,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-820C NAVAJO,EMBRAER,2,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4997,Acidente,2005-01-12,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,S-76A,SIKORSKY AIRCRAFT,0,0.0,0,5,0,2005,Particular Experimental,1 - Não informado
4995,Acidente,2004-12-27,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,M-7-235B,MAULE AIRCRAFT,0,1.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4994,Acidente,2004-12-22,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,F33A,BEECH AIRCRAFT,2,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4992,Acidente,2004-12-11,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-110,EMBRAER,3,0.0,0,0,0,2004,Particular Experimental,1 - Não informado
4991,Acidente,2004-12-07,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-810D,NEIVA,1,0.0,3,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4990,Acidente,2004-12-01,,Indeterminado,,EXCURSÃO DE PISTA,PRI,Não informado,Voo de Instrução,Não informado,AB-180,AERO BOERO,0,0.0,0,2,0,2004,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
4989,Acidente,2004-11-29,,Indeterminado,,,ADE,Não informado,Operação Pública,Não informado,AMT-200,AEROMOT,1,1.0,0,0,0,2004,Aeronave de Demonstração,1 - Não informado
4988,Acidente,2004-11-27,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201A,NEIVA,0,0.0,0,1,0,2004,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
4987,Acidente,2004-11-21,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-712,NEIVA,2,3.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4779,Acidente,2004-05-14,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-721D,NEIVA,3,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4778,Acidente,2004-05-11,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,J3F-65,PIPER AIRCRAFT,0,1.0,1,0,0,2004,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
4777,Acidente,2004-05-08,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-810C,EMBRAER,0,1.0,6,3,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4772,Acidente,2004-03-02,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,PA-25-235,LAVIASA,1,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4770,Acidente,2001-11-05,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,U206E,CESSNA AIRCRAFT,0,0.0,2,4,0,2001,Particular Experimental,1 - Não informado
4776,Acidente,2004-04-20,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,S-76A,SIKORSKY AIRCRAFT,0,0.0,2,1,0,2004,Particular Experimental,1 - Não informado
4775,Acidente,2004-04-10,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-201A,NEIVA,1,1.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4774,Acidente,2004-04-01,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,150J,CESSNA AIRCRAFT,0,0.0,0,2,0,2004,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
4769,Acidente,2001-11-02,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,A185E,CESSNA AIRCRAFT,1,0.0,0,0,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4768,Acidente,2001-10-23,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,185A,CESSNA AIRCRAFT,2,0.0,0,4,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4773,Acidente,2004-03-10,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,A35,BEECH AIRCRAFT,1,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4771,Acidente,2004-02-23,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-820C NAVAJO,EMBRAER,2,0.0,0,0,0,2004,Particular Experimental,1 - Não informado
5617,Acidente,2013-12-13,TERRA RICA,PR,Sul,OUTROS,ESTRANGEIRA,Indeterminada,Voo Privado,Destruída,,,0,0.0,0,0,0,2013,Não informado,6 - Destruída
5615,Acidente,2014-01-09,SANTO ÂNGELO,RS,Sul,PERDA DE CONTROLE NO SOLO,PRI,Decolagem,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2014,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5609,Acidente,2013-12-31,NOVA PONTE,MG,Sudeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Voo a baixa altura,Operação Agrícola,Substancial,EMB-202A,EMBRAER,0,0.0,1,0,0,2013,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
5608,Acidente,2013-11-04,TAPURAH,MT,Centro-Oeste,OUTROS,PET,Manobra,Voo Privado,Substancial,ADVENTURE,,2,0.0,0,0,0,2013,Protótipo Experimental,5 - Substancial
5607,Acidente,2007-12-30,,MG,Sudeste,,TPP,Não informado,Voo Privado,Não informado,PA-28-180,PIPER AIRCRAFT,3,0.0,0,0,0,2007,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5606,Acidente,2007-07-24,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,A-122-B,XAVANTE,0,0.0,0,1,0,2007,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5605,Acidente,2000-07-22,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,AB-115,AERO BOERO,0,0.0,0,0,0,2000,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5604,Acidente,2009-12-29,,Indeterminado,,OUTROS,TPP,Não informado,Voo Privado,Não informado,EMB-711C,NEIVA,0,0.0,0,2,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5603,Acidente,2009-12-29,,RS,Sul,PERDA DE CONTROLE EM VOO,S05,Não informado,Operação Agrícola,Não informado,EMB-201A,NEIVA,0,0.0,1,0,0,2009,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5602,Acidente,2009-12-28,,RS,Sul,PERDA DE CONTROLE EM VOO,S05,Não informado,Operação Agrícola,Não informado,A188B,CESSNA AIRCRAFT,1,0.0,0,0,0,2009,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5601,Acidente,2009-12-23,,Indeterminado,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SAE,Não informado,Operação Especializada,Não informado,170A,CESSNA AIRCRAFT,0,0.0,0,1,0,2009,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",1 - Não informado
5600,Acidente,2009-12-23,,MA,Nordeste,INDETERMINADO,TPP,Não informado,Voo Privado,Não informado,R44 II,ROBINSON HELICOPTER,2,0.0,0,0,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5284,Acidente,2002-09-27,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,206B,BELL HELICOPTER,0,2.0,3,0,0,2002,Particular Experimental,1 - Não informado
5283,Acidente,2002-09-24,,MA,Nordeste,,TPP,Não informado,Voo Privado,Não informado,EMB-810D,NEIVA,1,0.0,0,6,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5281,Acidente,2002-09-14,,Indeterminado,,,TPR,Em rota,Voo Regular,Destruída,ATR-42-300,AEROSPATIALE AND ALENIA,2,0.0,0,0,0,2002,Transporte Aéreo Regular (Linhas Aéreas Comerciais),6 - Destruída
5280,Acidente,2002-09-09,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,PA-28R-200,PIPER AIRCRAFT,3,1.0,0,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5282,Acidente,2002-09-22,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,AB-115,AERO BOERO,2,0.0,0,0,0,2002,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5279,Acidente,2002-09-06,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-710C,NEIVA,2,2.0,0,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5278,Acidente,2002-08-30,,Indeterminado,,,TPR,Aproximação,Voo Regular,Destruída,EMB-120ER,EMBRAER,23,6.0,2,0,0,2002,Transporte Aéreo Regular (Linhas Aéreas Comerciais),6 - Destruída
5591,Acidente,2009-11-24,,SC,Sul,PERDA DE CONTROLE EM VOO,ADE,Voo a baixa altura,Operação Pública,Não informado,206B,BELL HELICOPTER,0,0.0,0,0,0,2009,Aeronave de Demonstração,1 - Não informado
5590,Acidente,2009-11-23,,Indeterminado,,OUTROS,TPP,Não informado,Voo Privado,Não informado,EMB-720D,NEIVA,0,0.0,0,3,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5589,Acidente,2009-11-22,,Indeterminado,,COMBUSTÍVEL,TPP,Não informado,Voo Privado,Não informado,T210R,CESSNA AIRCRAFT,0,0.0,0,6,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5588,Acidente,2009-11-19,,RS,Sul,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SAE,Não informado,Operação Agrícola,Não informado,EMB-200,NEIVA,0,0.0,0,0,0,2009,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",1 - Não informado
5277,Acidente,2002-08-30,,Indeterminado,,,TPR,Em rota,Voo Regular,Destruída,F28MK0100,FOKKER,0,0.0,4,25,0,2002,Transporte Aéreo Regular (Linhas Aéreas Comerciais),6 - Destruída
5276,Acidente,2004-10-22,,MT,Centro-Oeste,,TPP,Não informado,Voo Privado,Não informado,EMB-721C,NEIVA,0,0.0,0,1,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5275,Acidente,2004-10-12,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,150G,CESSNA AIRCRAFT,0,0.0,0,2,0,2004,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5285,Acidente,2002-09-29,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-810C,EMBRAER,0,0.0,6,0,0,2002,Particular Experimental,1 - Não informado
4985,Acidente,2004-11-16,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,210F,CESSNA AIRCRAFT,0,0.0,1,3,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4986,Acidente,2004-11-21,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,182H,CESSNA AIRCRAFT,1,0.0,1,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4984,Acidente,2004-11-11,,AM,Norte,,TPP,Não informado,Voo Privado,Não informado,A185F HIDROAVIÃO,CESSNA AIRCRAFT,3,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4983,Acidente,2004-11-08,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,PA-34-200,PIPER AIRCRAFT,0,0.0,0,4,0,2004,Particular Experimental,1 - Não informado
4759,Acidente,2001-09-16,,Indeterminado,,,TPR,Pouso,Voo Regular,Não informado,737-2C3,BOEING COMPANY,0,0.0,2,66,0,2001,Transporte Aéreo Regular (Linhas Aéreas Comerciais),1 - Não informado
4758,Acidente,2001-09-15,,Indeterminado,,,TPR,Em rota,Voo Regular,Substancial,F28MK0100,FOKKER,1,0.0,3,84,0,2001,Transporte Aéreo Regular (Linhas Aéreas Comerciais),5 - Substancial
4982,Acidente,2004-11-07,,Indeterminado,,,SAE,Não informado,Operação Agrícola,Não informado,EMB-201A,NEIVA,0,0.0,1,0,0,2004,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",1 - Não informado
4981,Acidente,2004-11-07,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-711T,NEIVA,7,0.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4980,Acidente,2004-10-28,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,F33A,BEECH AIRCRAFT,0,0.0,1,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4979,Acidente,2004-10-28,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,172,CESSNA AIRCRAFT,0,3.0,0,0,0,2004,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4978,Acidente,2004-10-26,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201A,NEIVA,0,0.0,1,0,0,2004,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
4977,Acidente,2004-10-23,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,707-330C,BOEING COMPANY,0,0.0,0,3,0,2004,Particular Experimental,1 - Não informado
4975,Acidente,2014-01-24,BOTUCATU,SP,Sudeste,INDETERMINADO,PET,Indeterminada,Voo Privado,Destruída,EXPLORER,INPAER IND. PAULISTA DE AERONÁUTICA LTDA,3,0.0,0,0,0,2014,Protótipo Experimental,6 - Destruída
4767,Acidente,2001-10-19,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-810C,EMBRAER,2,1.0,0,0,0,2001,Particular Experimental,1 - Não informado
4766,Acidente,2001-10-18,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-810D,EMBRAER,0,0.0,1,6,0,2001,Particular Experimental,1 - Não informado
4760,Acidente,2001-09-22,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,BN-2A-27,BRITTEN-NORMAN,0,0.0,5,0,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4765,Acidente,2001-10-13,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,EMB-810C,EMBRAER,3,1.0,2,0,0,2001,Particular Experimental,1 - Não informado
4764,Acidente,2001-10-11,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,182P,CESSNA AIRCRAFT,0,0.0,2,0,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4763,Acidente,2001-10-04,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,PA-34-220T,PIPER AIRCRAFT,5,0.0,0,0,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4762,Acidente,2001-09-30,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-810D,EMBRAER,2,0.0,0,0,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4761,Acidente,2001-09-26,,Indeterminado,,,SAE,Não informado,Operação Agrícola,Não informado,PA-18-150,PIPER AIRCRAFT,0,0.0,0,1,0,2001,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",1 - Não informado
4757,Acidente,2001-09-14,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,A36,BEECH AIRCRAFT,0,1.0,0,0,0,2001,Particular Experimental,1 - Não informado
4756,Acidente,2001-09-13,,PR,Sul,,TPP,Não informado,Voo Privado,Não informado,EMB-711C,NEIVA,0,0.0,0,1,0,2001,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
4755,Acidente,2001-08-29,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,AB-115,AERO BOERO,0,1.0,0,0,0,2001,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5596,Acidente,2009-12-17,,Indeterminado,,OUTROS,TPR,Aproximação,Voo Regular,Substancial,727-2J7,BOEING COMPANY,0,0.0,0,3,0,2009,Transporte Aéreo Regular (Linhas Aéreas Comerciais),5 - Substancial
5595,Acidente,2009-12-17,,SC,Sul,COMBUSTÍVEL,S05,Especializada,Operação Agrícola,Não informado,PA-25-235,PIPER AIRCRAFT,0,0.0,0,1,0,2009,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5594,Acidente,2009-12-16,,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,S05,Não informado,Operação Agrícola,Não informado,EMB-201A,NEIVA,0,0.0,0,1,0,2009,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5593,Acidente,2009-12-04,,Indeterminado,,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Não informado,Voo Privado,Não informado,R44,ROBINSON HELICOPTER,0,0.0,0,1,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5592,Acidente,2009-11-28,,Indeterminado,,COLISÃO NO SOLO,TPP,Não informado,Voo Privado,Não informado,EMB-810C,EMBRAER,0,0.0,1,3,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5587,Acidente,2009-11-13,,MS,Centro-Oeste,COLISÃO NO SOLO,SAE,Não informado,Operação Agrícola,Não informado,AT-401B,AIR TRACTOR,0,0.0,0,1,0,2009,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",1 - Não informado
5586,Acidente,2009-11-04,,PA,Norte,PERDA DE CONTROLE EM VOO,TPP,Não informado,Voo Privado,Não informado,U206F,CESSNA AIRCRAFT,0,0.0,2,6,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5585,Acidente,2009-10-28,,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Circuto de Tráfego,Voo Privado,Não informado,EMB-720D,NEIVA,0,0.0,0,2,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5584,Acidente,2009-10-27,,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Não informado,Voo Privado,Não informado,170A,CESSNA AIRCRAFT,0,0.0,1,1,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5583,Acidente,2009-10-20,,MG,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Não informado,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2009,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5582,Acidente,2009-10-19,,Indeterminado,,OPERAÇÃO A BAIXA ALTITUDE,S05,Não informado,Operação Agrícola,Não informado,EMB-201A,NEIVA,0,0.0,0,1,0,2009,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5599,Acidente,2009-12-22,,Indeterminado,,CONTATO ANORMAL COM A PISTA,TPX,Não informado,Táxi Aéreo,Não informado,R44,ROBINSON HELICOPTER,0,0.0,0,4,0,2009,Particular Experimental,1 - Não informado
5598,Acidente,2009-12-20,,Indeterminado,,PERDA DE CONTROLE NO SOLO,TPP,Não informado,Voo Privado,Não informado,SR22,CIRRUS DESIGN,0,0.0,0,2,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5598,Acidente,2009-12-20,,Indeterminado,,EXCURSÃO DE PISTA,TPP,Não informado,Voo Privado,Não informado,SR22,CIRRUS DESIGN,0,0.0,0,2,0,2009,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5597,Acidente,2009-12-20,,Indeterminado,,PERDA DE CONTROLE NO SOLO,PRI,Não informado,Voo de Instrução,Substancial,152,CESSNA AIRCRAFT,0,0.0,0,2,0,2009,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5597,Acidente,2009-12-20,,Indeterminado,,EXCURSÃO DE PISTA,PRI,Não informado,Voo de Instrução,Substancial,152,CESSNA AIRCRAFT,0,0.0,0,2,0,2009,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
5581,Acidente,2009-10-19,,AL,Nordeste,COMBUSTÍVEL,ADE,Em rota,Operação Pública,Não informado,269C-1,SCHWEIZER,0,0.0,2,1,0,2009,Aeronave de Demonstração,1 - Não informado
