numero_da_ocorrencia,classificacao_da_ocorrencia,data_da_ocorrencia,municipio,uf,regiao,tipo_de_ocorrencia,categoria_da_aeronave,fase_da_operacao,tipo_de_operacao,danos_a_aeronave,modelo,nome_do_fabricante,lesoes_fatais,lesoes_graves,lesoes_leves,ilesos,lesoes_desconhecidas,ano_da_ocorrencia,categoria_descritivo,danos_aeronave
7818,Incidente Grave,2018-04-21,NOSSA SENHORA DO LIVRAMENTO,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SAE,Em rota,Operação Agrícola,Leve,EMB-201A,NEIVA,0,0.0,0,1,0,2018,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",4 - Leve
7591,Acidente,2017-11-10,ORÓS,CE,Nordeste,OPERAÇÃO A BAIXA ALTITUDE,ADE,Voo a baixa altura,Operação Pública,Substancial,AS 350 B2,EUROCOPTER FRANCE,0,0.0,0,5,0,2017,Aeronave de Demonstração,5 - Substancial
7589,Acidente,2017-11-10,GOIÁS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ESTRANGEIRA,Decolagem,Voo Privado,Destruída,,,0,4.0,0,0,0,2017,Não informado,6 - Destruída
7584,Acidente,2017-11-02,CANUTAMA,AM,Norte,EXCURSÃO DE PISTA,TPX,Decolagem,Táxi Aéreo,Substancial,EMB-810C,EMBRAER,0,0.0,0,5,0,2017,Particular Experimental,5 - Substancial
7582,Incidente Grave,2017-05-15,GRAJAÚ,MA,Nordeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Leve,SR22,CIRRUS DESIGN,0,0.0,0,3,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
7300,Incidente Grave,2017-05-11,MINAS GERAIS,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Corrida após pouso,Voo Privado,Leve,EMB-810D,NEIVA,0,0.0,0,3,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
7299,Acidente,2017-05-09,PARANAVAÍ,PR,Sul,PERDA DE CONTROLE NO SOLO,S05,Pouso,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,0.0,0,1,0,2017,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7298,Incidente Grave,2017-05-05,GOIÂNIA,GO,Centro-Oeste,COLISÃO COM AVE,TPP,Aproximação,Voo Privado,Leve,AS 350 BA,EUROCOPTER FRANCE,0,0.0,1,4,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
7294,Acidente,2017-04-23,MARILUZ,PR,Sul,EXCURSÃO DE PISTA,S05,Decolagem,Operação Agrícola,Substancial,AT-401B,AIR TRACTOR,0,0.0,0,1,0,2017,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7293,Acidente,2017-04-12,NITERÓI,RJ,Sudeste,VOO CONTROLADO CONTRA O TERRENO,M14,Em rota,Voo Privado,Destruída,AS 350 B2,HELIBRAS,1,0.0,0,1,0,2017,Aeronaves de Construção Amadora (Vários modelos e pesos),6 - Destruída
7290,Acidente,2017-05-10,NOVA IGUAÇÚ,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,VIRUS SW,FLAVIO FROSSARD,0,0.0,0,1,0,2017,Protótipo Experimental,5 - Substancial
8040,Incidente Grave,2018-08-04,OSÓRIO,RS,Sul,OPERAÇÃO A BAIXA ALTITUDE,PRI,Manobra,Voo de Instrução,Leve,L23,LET,0,0.0,0,0,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
8040,Incidente Grave,2018-08-04,OSÓRIO,RS,Sul,OPERAÇÃO A BAIXA ALTITUDE,PRI,Estacionamento,Voo de Instrução,Leve,AB-180,AERO BOERO,0,0.0,0,1,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
8039,Acidente,2018-08-06,FORTALEZA,CE,Nordeste,OUTROS,TPR,Descida,Voo Regular,Nenhum,A321-231,AIRBUS S.A.S.,0,1.0,0,223,0,2018,Transporte Aéreo Regular (Linhas Aéreas Comerciais),3 - Nenhum
8037,Acidente,2018-08-01,FORMOSA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Em rota,Voo Privado,Substancial,EMB-711ST,NEIVA,0,4.0,0,0,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
8034,Incidente Grave,2018-07-30,COCALINHO,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Corrida após pouso,Voo Privado,Leve,G58,BEECH AIRCRAFT,0,0.0,0,5,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
8033,Acidente,2018-07-29,PONTA GROSSA,PR,Sul,EXCURSÃO DE PISTA,PRI,Corrida após pouso,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
7817,Acidente,2018-04-06,JANDAIA,GO,Centro-Oeste,COMBUSTÍVEL,S05,Especializada,Operação Agrícola,Substancial,EMB-201,NEIVA,0,0.0,0,1,0,2018,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
8034,Incidente Grave,2018-07-30,COCALINHO,MT,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Leve,G58,BEECH AIRCRAFT,0,0.0,0,5,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
8033,Acidente,2018-07-29,PONTA GROSSA,PR,Sul,PERDA DE CONTROLE NO SOLO,PRI,Corrida após pouso,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
8032,Acidente,2018-07-27,SÃO FÉLIX DO XINGU,PA,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Voo Privado,Destruída,210L,CESSNA AIRCRAFT,3,2.0,0,0,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
7812,Acidente,2018-04-15,BARÃO DE MELGAÇO,MT,Centro-Oeste,PERDA DE CONTROLE NO SOLO,TPX,Decolagem,Táxi Aéreo,Substancial,310Q,CESSNA AIRCRAFT,0,0.0,2,4,0,2018,Particular Experimental,5 - Substancial
7811,Acidente,2018-04-17,BARCELOS,AM,Norte,PERDA DE CONTROLE NO SOLO,TPP,Decolagem,Voo Privado,Substancial,U206F,CESSNA AIRCRAFT,0,0.0,0,1,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7806,Incidente Grave,2018-04-20,JUNDIAÍ,SP,Sudeste,EXCURSÃO DE PISTA,PRI,Pouso,Voo de Instrução,Leve,PA-34-200T,PIPER AIRCRAFT,0,0.0,0,2,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
7806,Incidente Grave,2018-04-20,JUNDIAÍ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,PRI,Pouso,Voo de Instrução,Leve,PA-34-200T,PIPER AIRCRAFT,0,0.0,0,2,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),4 - Leve
7805,Acidente,2018-04-16,MONTIVIDIU,GO,Centro-Oeste,EXCURSÃO DE PISTA,S05,Decolagem,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,0.0,0,1,0,2018,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7804,Acidente,2018-04-14,IPATINGA,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SAE,Voo a baixa altura,Operação Especializada,Substancial,152,CESSNA AIRCRAFT,0,1.0,0,0,0,2018,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",5 - Substancial
7803,Acidente,2018-04-17,NOVA ESPERANÇA,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,ADF,Em rota,Operação Pública,Substancial,407,BELL HELICOPTER,0,0.0,0,4,0,2018,Aeronave de Fabricante (Testes de Voo),5 - Substancial
7802,Acidente,2018-04-12,RECURSOLÂNDIA,TO,Norte,OUTROS,TPP,Corrida após pouso,Voo Privado,Substancial,EMB-810D,NEIVA,0,0.0,0,4,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7802,Acidente,2018-04-12,RECURSOLÂNDIA,TO,Norte,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,EMB-810D,NEIVA,0,0.0,0,4,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7800,Acidente,2018-03-28,AQUIDAUANA,MS,Centro-Oeste,CONTATO ANORMAL COM A PISTA,TPP,Pouso,Voo Privado,Substancial,PA-32-301FT,PIPER AIRCRAFT,0,0.0,0,1,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7800,Acidente,2018-03-28,AQUIDAUANA,MS,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Pouso,Voo Privado,Substancial,PA-32-301FT,PIPER AIRCRAFT,0,0.0,0,1,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7580,Acidente,2017-10-28,ALTO PARAÍSO DE GOIÁS,GO,Centro-Oeste,EXCURSÃO DE PISTA,ADD,Pouso,Operação Pública,Substancial,210L,CESSNA AIRCRAFT,0,0.0,0,5,0,2017,Aeronave de Desenvolvimento,5 - Substancial
7576,Acidente,2017-10-29,BARÃO,RS,Sul,PERDA DE CONTROLE EM VOO,PET,Em rota,Voo Privado,Destruída,,,2,0.0,0,0,0,2017,Protótipo Experimental,6 - Destruída
7574,Acidente,2017-10-24,SÃO FELIX DO XINGU,PA,Norte,INDETERMINADO,S05,Manobra,Operação Agrícola,Destruída,A188B,CESSNA AIRCRAFT,1,0.0,0,0,0,2017,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",6 - Destruída
7572,Acidente,2017-10-20,PONTA PORÃ,MS,Centro-Oeste,PERDA DE CONTROLE NO SOLO,TPP,Decolagem,Voo Privado,Destruída,114,COMMANDER,0,0.0,0,2,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
7571,Acidente,2017-10-21,RIO NEGRINHO,SC,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,,,0,0.0,0,0,0,2017,Protótipo Experimental,5 - Substancial
7570,Incidente Grave,2017-10-23,PORTO ALEGRE,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Nenhum,SUPER PETREL LS,EDRA AERONAUTICA LTDA,0,0.0,0,1,0,2017,Protótipo Experimental,3 - Nenhum
7568,Acidente,2017-10-22,ITAITUBA,PA,Norte,OPERAÇÃO A BAIXA ALTITUDE,TPP,Manobra,Voo Privado,Destruída,210N,CESSNA AIRCRAFT,5,0.0,0,0,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
7567,Acidente,2017-10-16,BONFIM,RR,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Substancial,VENTURA,NILSON ROBERTO YAMAÇAKE,0,0.0,0,1,0,2017,Protótipo Experimental,5 - Substancial
7563,Acidente,2017-10-17,NOVO AIRÃO,AM,Norte,OUTROS,TPP,Pouso,Voo Privado,Substancial,208 ANFIBIO,CESSNA AIRCRAFT,1,0.0,4,0,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7788,Acidente,2018-04-03,NOVA PORTEIRINHA,MG,Sudeste,PERDA DE CONTROLE EM VOO,S05,Especializada,Operação Agrícola,Substancial,PA-25-235,PIPER AIRCRAFT,0,1.0,0,0,0,2018,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7785,Incidente Grave,2018-04-05,RECIFE,PE,Nordeste,EXCURSÃO DE PISTA,ESTRANGEIRA,Corrida após pouso,Voo Privado,Leve,,,0,0.0,0,2,0,2018,Não informado,4 - Leve
7284,Acidente,2017-04-12,SANTANA DO LIVRAMENTO,RS,Sul,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,58,BEECH AIRCRAFT,0,0.0,0,2,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7280,Acidente,2017-03-01,MACAÉ,RJ,Sudeste,CONTATO ANORMAL COM A PISTA,TPX,Pouso,Táxi Aéreo,Substancial,S-76C,SIKORSKY AIRCRAFT,0,0.0,3,8,0,2017,Particular Experimental,5 - Substancial
7277,Incidente Grave,2017-02-22,FLORIANÓPOLIS,SC,Sul,CONTATO ANORMAL COM A PISTA,PRI,Pouso,Voo de Instrução,Substancial,PA-34-200,PIPER AIRCRAFT,0,0.0,0,2,0,2017,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
7276,Acidente,2016-12-07,MANAUS,AM,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,TPP,Decolagem,Voo Privado,Destruída,EMB-721D,NEIVA,6,0.0,0,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
7274,Acidente,2016-10-28,JATAÍ,GO,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Decolagem,Voo Privado,Substancial,,,2,0.0,0,0,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7273,Incidente Grave,2016-11-08,RIO NEGRINHO,SC,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Em rota,Voo Privado,Leve,PZL-SW4,PZL-SWIDNIK,0,0.0,0,2,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
8022,Acidente,2018-07-29,SÃO PAULO,SP,Sudeste,PERDA DE CONTROLE EM VOO,TPP,Pouso,Voo Privado,Substancial,C90GTI,HAWKER BEECHCRAFT,1,6.0,0,0,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
8020,Incidente Grave,2018-07-29,CARIDADE,CE,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,PET,Em rota,Voo Privado,Nenhum,P92 GOLF,TECNAM,0,0.0,0,2,0,2018,Protótipo Experimental,3 - Nenhum
7797,Acidente,2018-04-11,ELDORADO DO SUL,RS,Sul,CONTATO ANORMAL COM A PISTA,PRI,Pouso,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,2,0,2018,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
7796,Acidente,2018-01-23,RECIFE,PE,Nordeste,PERDA DE CONTROLE EM VOO,S00,Manobra,Operação Especializada,Substancial,R44 II,ROBINSON HELICOPTER,2,1.0,0,0,0,2018,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7795,Acidente,2018-02-07,PENÁPOLIS,SP,Sudeste,,TPP,Não informado,,Não informado,EMB-202,NEIVA,0,,0,0,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
7794,Acidente,2018-02-07,ITAITUBA,PA,Norte,PERDA DE CONTROLE EM VOO,TPP,Decolagem,Voo Privado,Destruída,F35,BEECH AIRCRAFT,3,0.0,0,0,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),6 - Destruída
7792,Incidente Grave,2018-04-10,BRASÍLIA,DF,Centro-Oeste,INCURSÃO EM PISTA,TPR,Decolagem,Voo Regular,Nenhum,737-8EH,BOEING COMPANY,0,0.0,0,160,0,2018,Transporte Aéreo Regular (Linhas Aéreas Comerciais),3 - Nenhum
7792,Incidente Grave,2018-04-10,BRASÍLIA,DF,Centro-Oeste,INCURSÃO EM PISTA,Militar,Corrida após pouso,Operação Militar,Nenhum,,,0,,0,0,0,2018,"Aeronave de uso das Forças Armadas (FAB, Marinha, Exército)",3 - Nenhum
7789,Acidente,2018-04-02,LUCAS DO RIO VERDE,MT,Centro-Oeste,VOO CONTROLADO CONTRA O TERRENO,TPP,Especializada,Operação Agrícola,Substancial,PA-25-260,CHINCUL SACAIFI,0,1.0,0,0,0,2018,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7785,Incidente Grave,2018-04-05,RECIFE,PE,Nordeste,PERDA DE CONTROLE NO SOLO,ESTRANGEIRA,Corrida após pouso,Voo Privado,Leve,,,0,0.0,0,2,0,2018,Não informado,4 - Leve
7784,Incidente Grave,2018-04-06,TERESÓPOLIS,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPR,Subida,Voo Regular,Nenhum,737-8EH,BOEING COMPANY,0,0.0,0,173,0,2018,Transporte Aéreo Regular (Linhas Aéreas Comerciais),3 - Nenhum
7562,Incidente Grave,2017-10-15,MARINGÁ,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,TPP,Decolagem,Voo Privado,Leve,650,CESSNA AIRCRAFT,0,0.0,0,8,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),4 - Leve
7561,Acidente,2017-10-12,ATIBAIA,SP,Sudeste,EXCURSÃO DE PISTA,TPP,Decolagem,Voo Privado,Substancial,95-B55,BEECH AIRCRAFT,0,0.0,0,3,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7560,Acidente,2017-10-12,CAMPINAS,SP,Sudeste,OPERAÇÃO A BAIXA ALTITUDE,PRI,Decolagem,Voo Privado,Substancial,EA 300/LC,EXTRA FLUGZEUGPRODUKTIONS-UND VERTRIEBS,0,0.0,1,0,0,2017,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
7559,Acidente,2017-10-10,LUCAS DO RIO VERDE,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,SAE,Subida,Operação Agrícola,Destruída,EMB-201,NEIVA,0,0.0,1,0,0,2017,"Serviço Aéreo Especializado (Aerofotogrametria, Publicidade, etc.)",6 - Destruída
7555,Acidente,2017-10-09,SÃO JOSÉ DO RIO PRETO,SP,Sudeste,COMBUSTÍVEL,TPP,Arremetida,Voo Privado,Substancial,E33A,BEECH AIRCRAFT,3,0.0,0,0,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7552,Acidente,2017-10-07,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,PERDA DE CONTROLE NO SOLO,PRI,Táxi,Voo de Instrução,Substancial,AB-115,AERO BOERO,0,0.0,0,1,0,2017,Privada Instrução (Aeroclubes e Escolas de Aviação),5 - Substancial
7545,Acidente,2017-09-30,BELTERRA,PA,Norte,INDETERMINADO,TPP,Outras,Voo Privado,Não informado,210L,CESSNA AIRCRAFT,0,0.0,0,1,3,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
7266,Acidente,2017-05-08,NOVA MARINGÁ,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,TPP,Especializada,Operação Agrícola,Substancial,EMB-202,NEIVA,0,0.0,0,1,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7260,Incidente Grave,2017-06-09,BELO HORIZONTE,MG,Sudeste,EXCURSÃO DE PISTA,PRI,Pouso,Voo de Instrução,Desconhecida,152,CESSNA AIRCRAFT,0,0.0,0,2,0,2017,Privada Instrução (Aeroclubes e Escolas de Aviação),2 - Desconhecida
7544,Acidente,2017-09-30,SÃO LUÍS DE MONTES BELOS,GO,Centro-Oeste,EXCURSÃO DE PISTA,TPP,Corrida após pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,1,4,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7544,Acidente,2017-09-30,SÃO LUÍS DE MONTES BELOS,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,PA-34-220T,PIPER AIRCRAFT,0,0.0,1,4,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7543,Acidente,2017-10-01,FORMOSA,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,TPP,Corrida após pouso,Voo Privado,Substancial,M-6-235,MAULE AIRCRAFT,0,0.0,0,2,0,2017,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7257,Acidente,2014-03-09,ITABAIANA,SE,Nordeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,PET,Decolagem,Voo Privado,Destruída,,,1,0.0,0,0,0,2014,Protótipo Experimental,6 - Destruída
7261,Incidente Grave,2016-02-24,AMAJARI,RR,Norte,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,ESTRANGEIRA,Em rota,Voo Regular,Nenhum,,,0,0.0,0,0,0,2016,Não informado,3 - Nenhum
7259,Acidente,2016-10-29,BLUMENAU,SC,Sul,COLISÃO NO SOLO,PET,Táxi,Voo Privado,Substancial,AB-2,,0,0.0,0,2,0,2016,Protótipo Experimental,5 - Substancial
7258,Acidente,2016-07-19,SANTARÉM,PA,Norte,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,TPP,Aproximação,Voo Privado,Substancial,T210N,CESSNA AIRCRAFT,0,0.0,0,1,0,2016,Privada (Transporte de Pessoas e Bens sem fins lucrativos),5 - Substancial
7256,Acidente,2017-03-07,VILA PROPÍCIO,GO,Centro-Oeste,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,S05,Em rota,Operação Agrícola,Substancial,A188B,CESSNA AIRCRAFT,0,1.0,0,0,0,2017,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",5 - Substancial
7254,Acidente,2017-02-16,SÃO FELIX DO XINGU,PA,Norte,FOGO/FUMAÇA,TPX,Pouso,Táxi Aéreo,Substancial,BO-105S,EUROCOPTER DEUTSCHLAND,0,0.0,0,2,0,2017,Particular Experimental,5 - Substancial
5309,Acidente,2003-01-26,,Indeterminado,,,TPR,Aproximação,Voo Regular,Destruída,737-2M9,BOEING COMPANY,0,0.0,0,95,0,2003,Transporte Aéreo Regular (Linhas Aéreas Comerciais),6 - Destruída
5308,Acidente,2003-01-24,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201A,NEIVA,0,1.0,0,1,0,2003,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5307,Acidente,2003-01-20,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201,NEIVA,1,0.0,0,0,0,2003,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5306,Acidente,2003-01-11,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-202,NEIVA,2,0.0,0,0,0,2003,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5305,Acidente,2003-01-04,,Indeterminado,,EXCURSÃO DE PISTA,TPX,Não informado,Táxi Aéreo,Não informado,525,CESSNA AIRCRAFT,0,0.0,1,4,0,2003,Particular Experimental,1 - Não informado
5304,Acidente,2002-12-28,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,206L-3,BELL HELICOPTER,0,0.0,0,5,0,2002,Particular Experimental,1 - Não informado
5303,Acidente,2002-12-19,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,177B,CESSNA AIRCRAFT,0,0.0,1,3,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5298,Acidente,2002-11-30,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,A36,BEECH AIRCRAFT,0,0.0,1,1,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5006,Acidente,2005-02-14,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201A,NEIVA,2,0.0,0,0,0,2005,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5302,Acidente,2002-12-13,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-720D,NEIVA,0,0.0,2,2,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5301,Acidente,2002-12-07,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-820C CARAJA,EMBRAER,2,0.0,4,0,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5300,Acidente,2002-12-01,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,R44,ROBINSON HELICOPTER,0,0.0,0,4,0,2002,Particular Experimental,1 - Não informado
5299,Acidente,2002-12-01,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,500,CESSNA AIRCRAFT,0,0.0,4,3,0,2002,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5011,Acidente,2005-03-12,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,PA-22-150,PIPER AIRCRAFT,0,0.0,3,0,0,2005,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5010,Acidente,2005-03-10,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,PA-28R-180,PIPER AIRCRAFT,1,0.0,2,0,0,2005,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5009,Acidente,2005-03-05,,Indeterminado,,EXCURSÃO DE PISTA,TPP,Não informado,Voo Privado,Não informado,A36,BEECH AIRCRAFT,0,0.0,0,3,0,2005,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5008,Acidente,2005-02-26,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,U206F,CESSNA AIRCRAFT,0,0.0,1,1,4,2005,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5007,Acidente,2005-02-22,,Indeterminado,,,TPX,Não informado,Táxi Aéreo,Não informado,U206A,CESSNA AIRCRAFT,0,0.0,0,1,0,2005,Particular Experimental,1 - Não informado
5005,Acidente,2005-02-13,,Indeterminado,,,PRI,Não informado,Voo de Instrução,Não informado,A36,BEECH AIRCRAFT,0,0.0,4,2,0,2005,Privada Instrução (Aeroclubes e Escolas de Aviação),1 - Não informado
5004,Acidente,2005-02-11,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201A,NEIVA,0,0.0,0,1,0,2005,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5003,Acidente,2005-02-10,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-201,NEIVA,0,0.0,1,0,0,2005,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5001,Acidente,2005-02-08,,Indeterminado,,,TPP,Não informado,Voo Privado,Não informado,EMB-201A,NEIVA,0,0.0,0,1,0,2005,Privada (Transporte de Pessoas e Bens sem fins lucrativos),1 - Não informado
5000,Acidente,2005-01-30,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,PA-18,PIPER AIRCRAFT,1,0.0,0,0,0,2005,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
5002,Acidente,2005-02-09,,Indeterminado,,,S05,Não informado,Operação Especializada,Não informado,EMB-202,NEIVA,0,0.0,1,0,0,2005,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
4790,Acidente,2001-11-07,,Indeterminado,,,S05,Não informado,Operação Agrícola,Não informado,EMB-201A,NEIVA,0,0.0,0,0,0,2001,"Aeronaves Experimentais (Aeroplanos, Planadores, LE)",1 - Não informado
